0, 0
4.50857, 1.81037
4.50857, 1.8262
5.40602, 1.8262
5.40602, 2.70564
5.40602, 2.70634
5.40602, 2.718
5.40749, 3.64995
5.43366, 4.51086
5.43366, 4.51086
5.43366, 4.51086
5.43366, 4.51086
5.43366, 4.51841
5.43366, 4.51841
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40456
7.20499, 5.40602
7.20499, 5.40602
9.9251, 9.9251
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 0.000369107
9.9251, 9.9251
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 0.390413
9.9251, 9.9251
9.9251, 0.00198559
9.9251, 0.00198559
9.9251, 0.00198559
9.9251, 0.00198559
9.9251, 0.00198559
9.9251, 0.00198559
