0, 0
8.24944, 2.87074
8.24944, 4.5485
8.24944, 4.65713
12.0371, 5.46024
12.0371, 5.67551
12.0371, 7.07521
12.0371, 7.67396
12.0371, 8.30266
12.0371, 9.1612
22.8868, 10.2197
22.8868, 11.2785
22.8868, 12.0371
22.8868, 12.3014
24.0226, 13.6541
24.0226, 14.028
35.3205, 14.089
39.204, 15.587
39.204, 16.5778
39.204, 16.5778
39.204, 17.2123
55.6278, 18.7748
55.6278, 18.7748
55.6278, 18.7748
55.6278, 18.8116
55.6278, 21.0134
55.6278, 22.8868
55.6278, 22.8868
55.6278, 22.8868
55.6278, 23.2855
55.6278, 1.07959
55.6278, 6.19759
55.6278, 7.41472
55.6278, 10.5782
55.6278, 14.3019
55.6278, 15.9251
55.6278, 15.9484
55.6278, 16.2645
55.6278, 17.3282
55.6278, 17.3282
55.6278, 18.1953
55.6278, 18.4259
55.6278, 19.4816
55.6278, 19.5527
55.6278, 19.5527
55.6278, 20.7824
55.6278, 21.0669
55.6278, 21.0669
55.6278, 21.0669
55.6278, 21.0669
55.6278, 21.0669
55.6278, 21.5396
55.6278, 21.5396
55.6278, 21.5396
55.6278, 21.5396
55.6278, 21.9493
55.6278, 23.6306
55.6278, 24.518
55.6278, 24.518
55.6278, 25.409
55.6278, 1.8302
55.6278, 5.39286
55.6278, 8.01915
55.6278, 9.33932
55.6278, 11.0915
55.6278, 11.4627
55.6278, 11.7527
55.6278, 13.8104
55.6278, 15.51
55.6278, 18.1586
55.6278, 18.9209
55.6278, 19.5386
55.6278, 20.8277
55.6278, 22.7501
55.6278, 22.7501
55.6278, 22.7501
55.6278, 22.8564
55.6278, 22.8564
55.6278, 22.8564
55.6278, 22.8564
55.6278, 23.0688
55.6278, 23.0688
55.6278, 23.0688
55.6278, 23.078
55.6278, 23.078
55.6278, 23.078
55.6278, 23.078
55.6278, 23.5208
55.6278, 24.4334
55.6278, 24.4334
55.6278, 1.95885
55.6278, 6.21444
55.6278, 8.04692
55.6278, 9.56843
55.6278, 11.5618
55.6278, 12.8891
55.6278, 13.5096
55.6278, 14.7553
55.6278, 14.8579
55.6278, 15.209
55.6278, 15.5874
55.6278, 15.9265
55.6278, 15.9265
55.6278, 16.3142
55.6278, 16.3142
55.6278, 16.3142
55.6278, 18.7972
55.6278, 20.0288
55.6278, 20.0288
55.6278, 20.1054
55.6278, 20.4588
55.6278, 21.0929
55.6278, 21.4886
55.6278, 21.4886
55.6278, 22.0767
55.6278, 22.0767
55.6278, 22.7486
55.6278, 22.7486
55.6278, 22.7486
55.6278, 22.7486
55.6278, 1.90399
55.6278, 8.18425
55.6278, 9.71441
55.6278, 10.1832
55.6278, 11.0473
55.6278, 11.9642
55.6278, 13.7707
55.6278, 14.857
55.6278, 16.8025
55.6278, 16.8025
55.6278, 16.8025
55.6278, 16.8317
55.6278, 17.976
55.6278, 17.976
55.6278, 18.3876
55.6278, 18.3876
55.6278, 18.3876
55.6278, 18.8679
55.6278, 19.2069
55.6278, 19.2069
55.6278, 19.5595
55.6278, 19.5595
55.6278, 19.5595
55.6278, 19.5595
55.6278, 20.171
55.6278, 21.6164
55.6278, 21.6164
55.6278, 21.6164
55.6278, 21.6164
55.6278, 21.6164
55.6278, 3.34047
55.6278, 7.90409
55.6278, 8.29654
55.6278, 8.44731
55.6278, 8.44731
55.6278, 8.44731
55.6278, 8.44731
55.6278, 8.44731
55.6278, 8.44731
55.6278, 8.44731
