0, 0
4.52938, 2.72721
5.49568, 3.63184
5.49568, 4.53764
5.49568, 4.5669
7.256, 4.58217
7.256, 4.6241
7.256, 5.43364
7.256, 5.43929
7.256, 5.47376
7.256, 5.48473
7.256, 5.49494
7.256, 5.49568
7.256, 5.49568
7.256, 5.51178
7.256, 5.51178
7.256, 5.54321
7.256, 6.33578
7.256, 6.33578
7.256, 6.33578
7.256, 6.33578
7.256, 6.33578
7.256, 6.34526
7.256, 6.34559
7.256, 6.35607
7.256, 6.35607
7.256, 6.35607
7.256, 6.35607
7.256, 6.35607
7.256, 6.35607
0.935078, 0.029307
10.9148, 2.74567
10.9148, 3.65815
10.9148, 4.54113
10.9148, 4.57433
10.9148, 5.41593
10.9148, 5.41968
10.9148, 5.4464
10.9148, 5.44654
10.9148, 5.47642
10.9148, 5.47642
10.9148, 6.364
10.9148, 6.364
10.9148, 6.37543
10.9148, 6.37543
10.9148, 6.38807
10.9148, 6.38807
10.9148, 6.38953
10.9148, 6.38953
10.9148, 6.38953
10.9148, 6.38953
10.9148, 6.38953
10.9148, 6.43396
10.9148, 6.43456
10.9148, 6.43456
10.9148, 6.43456
10.9148, 7.20552
10.9148, 7.20552
10.9148, 7.20552
10.9148, 7.20552
10.9148, 0.0155905
10.9148, 2.76212
10.9148, 3.66934
10.9148, 4.54327
10.9148, 4.55647
10.9148, 4.56806
10.9148, 4.61858
10.9148, 5.42153
10.9148, 5.48517
10.9148, 5.48561
10.9148, 5.50254
10.9148, 5.50531
10.9148, 6.32166
10.9148, 6.32166
10.9148, 6.32166
10.9148, 6.34201
10.9148, 6.36574
10.9148, 6.36574
10.9148, 6.36574
10.9148, 6.36713
10.9148, 6.36713
10.9148, 6.36886
10.9148, 6.36886
10.9148, 6.36886
10.9148, 6.37734
10.9148, 6.37734
10.9148, 6.37734
10.9148, 6.37841
10.9148, 6.41428
10.9148, 6.41428
10.9148, 0.000370068
10.9148, 2.74847
10.9148, 3.61749
10.9148, 3.64349
10.9148, 4.52115
10.9148, 4.59253
10.9148, 5.42777
10.9148, 5.43274
10.9148, 5.43274
10.9148, 5.48638
10.9148, 5.51097
10.9148, 5.53635
10.9148, 5.53635
10.9148, 5.63117
10.9148, 5.63117
10.9148, 6.32286
10.9148, 6.34614
10.9148, 6.34614
10.9148, 6.34614
10.9148, 6.34614
10.9148, 6.34953
10.9148, 6.34953
10.9148, 6.34953
10.9148, 6.35901
10.9148, 6.37373
10.9148, 6.37373
10.9148, 6.37373
10.9148, 6.38751
10.9148, 6.38751
10.9148, 6.39775
2.85669, 0
10.9148, 3.69579
10.9148, 4.56208
10.9148, 4.63505
10.9148, 4.72753
10.9148, 5.4258
10.9148, 5.50122
10.9148, 5.50122
10.9148, 5.51296
10.9148, 5.52296
10.9148, 5.52515
10.9148, 5.52515
10.9148, 5.54274
10.9148, 5.55928
10.9148, 5.55928
10.9148, 5.55928
10.9148, 5.60682
10.9148, 5.60682
10.9148, 6.3686
10.9148, 6.40395
10.9148, 6.40395
10.9148, 6.40395
10.9148, 6.40395
10.9148, 6.40395
